Transactions,,,,,,,,,,,,,,Totals,,,,Fees,,Quantities,Total Cost,,,,Avg. Purchase Price,,,,Cash Balances,,,,Realised P/L,,,,Win/Loss,,Date Breakdown,,,,,Identifiers,Individual Platforms,,,,,,,,,,,,,,,,
01/04/2025,Buy,BTCEUR,,"0,0013","78.905,00","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"100,21","100,21","100,21","100,21","0,00","0,00","0,01","-100,21","-100,21","-100,21","-100,21","48.110,83","48.110,83","48.110,83","48.110,83","-199,11","-199,11","-199,11","-199,11","0,00","0,00","0,00","0,00",,,1,04,2025,apr-25,All,BTCEUR_Binance,"0,01","39.584,22","39.584,22","39.584,22","39.584,22","0,00","0,00","0,00","0,00",100,3663,118,3798,aprile,2025,100,28963
01/04/2025,Buy,BTCEUR,,"0,00127","78.740,00","0,30",EUR,Youhodler,Crypto,Crypto,United States,Play,,"100,00","100,30","100,00","100,30","0,30","0,30","0,01","-100,00","-100,30","-100,00","-100,30","50.808,04","50.828,85","50.808,04","50.828,85","-100,00","-100,30","-100,00","-100,30","0,00","0,00","0,00","0,00",,,1,04,2025,apr-25,All,BTCEUR_Youhodler,"0,00","78.740,00","78.740,00","78.740,00","78.740,00","0,00","0,00","0,00","0,00",100,3763,118,,aprile,2025,100,29063
01/05/2025,Cash Deposit,Cash,,"1,0000","10.000,00",,EUR,Revolut,Cash,,Malta,,,"10.000,00","10.000,00","10.000,00","10.000,00",,,"0,00","0,00","0,00","0,00","0,00","10.000,00","10.000,00","10.000,00","10.000,00","11.700,00","11.700,00","11.700,00","11.700,00","0,00","0,00","0,00","0,00",,,1,05,2025,mag-25,All,Cash_Revolut,"0,00","10.000,00","10.000,00","10.000,00","10.000,00","0,00","0,00","0,00","0,00",0,3763,,,maggio,2025,10000,39063
01/05/2025,Cash Deposit,Cash,,"1,0000","-3.000,00",,EUR,BBVA,Cash,,Italy,,,"-3.000,00","-3.000,00","-3.000,00","-3.000,00",,,"0,00","0,00","0,00","0,00","0,00","-3.000,00","-3.000,00","-3.000,00","-3.000,00","14.000,00","14.000,00","14.000,00","14.000,00","0,00","0,00","0,00","0,00",,,1,05,2025,mag-25,All,Cash_BBVA,"0,00","-3.000,00","-3.000,00","-3.000,00","-3.000,00","0,00","0,00","0,00","0,00",0,3763,,4358,maggio,2025,-3000,36063
01/05/2025,Buy,BIT:SWDA,,"5,0000","95,31","0,00",EUR,Fineco,ETF,ETF,United States,Core,,"476,57","476,57","476,57","476,57","0,00","0,00","19,00","-476,57","-476,57","-476,57","-476,57","99,10","94,13","99,10","94,13","2.422,46","2.422,46","2.422,46","2.422,46","0,00","0,00","0,00","0,00",,,1,05,2025,mag-25,All,BIT:SWDA_Fineco,"19,00","99,10","99,10","99,10","99,10","0,00","0,00","0,00","0,00",477,4239,560,,maggio,2025,477,36539
01/05/2025,Cash Deposit,Cash,,"1,0000","2.800,00",,USD,Mercury,Cash,,United States,,,"2.800,00","2.800,00","2.478,64","2.478,64",,"0,00","0,00","0,00","0,00","0,00","0,00","2.800,00","2.800,00",,,"2.800,00","2.800,00","2.478,64","2.478,64","0,00","0,00",,,,,1,05,2025,mag-25,All,Cash_Mercury,"0,00","2.800,00","2.800,00",,,"0,00","0,00",,,0,4239,,,maggio,2025,2800,39339
01/05/2025,Cash Deposit,Cash,,"1,0000","5.800,00",,EUR,Wise,Cash,,United States,,,"5.800,00","5.800,00","5.800,00","5.800,00",,,"0,00","0,00","0,00","0,00","0,00","5.800,00","5.800,00","5.800,00","5.800,00","5.800,00","5.800,00","5.800,00","5.800,00","0,00","0,00","0,00","0,00",,,1,05,2025,mag-25,All,Cash_Wise,"0,00","5.800,00","5.800,00","5.800,00","5.800,00","0,00","0,00","0,00","0,00",0,4239,,,maggio,2025,5800,45139
01/06/2025,Buy,EMXC.BE,,"16,0000","24,26","0,00",EUR,Fineco,ETF,ETF,Japan,Core,,"388,16","388,16","388,16","388,16","0,00","0,00","16,00","-388,16","-388,16","-388,16","-388,16","24,26","24,26","24,26","24,26","2.034,30","2.034,30","2.034,30","2.034,30","0,00","0,00","0,00","0,00",,,1,06,2025,giu-25,All,EMXC.BE_Fineco,"16,00","24,26","24,26","24,26","24,26","0,00","0,00","0,00","0,00",388,4627,,,giugno,2025,388,45527
01/06/2025,Buy,LCCN.MI,,"3,0000","17,15","0,00",EUR,Fineco,ETF,ETF,China,Core,,"51,44","51,44","51,44","51,44","0,00","0,00","20,00","-51,44","-51,44","-51,44","-51,44","18,52","18,52","18,52","18,52","1.982,87","1.982,87","1.982,87","1.982,87","0,00","0,00","0,00","0,00",,,1,06,2025,giu-25,All,LCCN.MI_Fineco,"20,00","18,52","18,52","18,52","18,52","0,00","0,00","0,00","0,00",51,4679,,5560,giugno,2025,51,45579
06/06/2025,Transfer Send,BTCEUR,,"0,0130","93.851,30",,EUR,Nexo,Crypto,Crypto,United States,Play,,"1.216,88","1.216,88","1.216,88","1.216,88",,,"0,01","0,00","0,00","0,00","0,00","50.808,04","50.828,85","50.808,04","50.828,85","-432,69","-432,69","-432,69","-432,69","0,00","0,00","0,00","0,00",,,6,06,2025,giu-25,All,BTCEUR_Nexo,"0,01","53.465,40","53.465,40","53.465,40","53.465,40","0,00","0,00","0,00","0,00",1217,5896,1202,6762,giugno,2025,1217,46796
06/06/2025,Transfer Deposit,BTCEUR,,"0,0130","93.851,30",,EUR,Binance,Crypto,Crypto,United States,Play,,"1.216,88","1.216,88","1.216,88","1.216,88",,,"0,01","0,00","0,00","0,00","0,00","50.808,04","50.828,85","50.808,04","50.828,85","-199,11","-199,11","-199,11","-199,11","0,00","0,00","0,00","0,00",,,6,06,2025,giu-25,All,BTCEUR_Binance,"0,01","39.584,22","39.584,22","39.584,22","39.584,22","0,00","0,00","0,00","0,00",1217,7113,1202,6842,giugno,2025,1217,48013
06/06/2025,Sell,BTCEUR,,"0,00086848","90.950,42","0,30",EUR,Binance,Crypto,Crypto,United States,Play,,"78,99","78,69","78,99","78,69","0,30","0,30","0,01","78,99","78,69","78,99","78,69","50.808,04","50.828,85","50.808,04","50.828,85","-120,12","-120,42","-120,12","-120,42","34,86","34,56","34,86","34,56",Win,Win,6,06,2025,giu-25,All,BTCEUR_Binance,"0,00","39.584,22","39.584,22","39.584,22","39.584,22","44,61","44,31","44,61","44,31",79,7192,80,6877,giugno,2025,79,48092
09/07/2025,Buy,ETHEUR,,"0,0111","2.260,39","1,00",EUR,Binance,Crypto,Crypto,United States,Play,,"25,00","26,00","25,00","26,00","1,00","1,00","0,02","-25,00","-26,00","-25,00","-26,00","2.279,54","2.345,94","2.279,54","2.345,94","-145,12","-146,42","-145,12","-146,42","0,00","0,00","0,00","0,00",,,9,07,2025,lug-25,All,ETHEUR_Binance,"0,01","2.260,39","2.260,39","2.260,39","2.260,39","0,00","0,00","0,00","0,00",25,7217,35,7352,luglio,2025,25,48117
09/07/2025,Buy,ETHEUR,,"0,1506","2.197,84","1,00",EUR,Binance,Crypto,Crypto,United States,Play,,"330,99","331,99","330,99","331,99","1,00","1,00","0,17","-330,99","-331,99","-330,99","-331,99","2.205,27","2.217,34","2.205,27","2.217,34","-476,11","-478,41","-476,11","-478,41","0,00","0,00","0,00","0,00",,,9,07,2025,lug-25,All,ETHEUR_Binance,"0,16","2.202,12","2.208,31","2.202,12","2.208,31","0,00","0,00","0,00","0,00",331,7548,475,7366,luglio,2025,331,48448
13/07/2025,Buy,BTCEUR,,"0,0001","102.655,53","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"15,12","15,12","15,12","15,12","0,00","0,00","0,01","-15,12","-15,12","-15,12","-15,12","51.365,36","51.385,94","51.365,36","51.385,94","-491,23","-493,53","-491,23","-493,53","0,00","0,00","0,00","0,00",,,13,07,2025,lug-25,All,BTCEUR_Binance,"0,00","41.739,93","41.739,93","41.739,93","41.739,93","0,00","0,00","0,00","0,00",15,7563,14,7384,luglio,2025,15,48463
13/07/2025,Buy,ETHEUR,,"0,0059","2.554,00","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"15,02","15,02","15,02","15,02","0,00","0,00","0,17","-15,02","-15,02","-15,02","-15,02","2.217,22","2.228,88","2.217,22","2.228,88","-506,25","-508,55","-506,25","-508,55","0,00","0,00","0,00","0,00",,,13,07,2025,lug-25,All,ETHEUR_Binance,"0,17","2.214,47","2.220,44","2.214,47","2.220,44","0,00","0,00","0,00","0,00",15,7578,19,7437,luglio,2025,15,48478
14/07/2025,Buy,BIT:VECA,,"1,0000","52,72","0,00",EUR,Fineco,ETF,ETF,European Union,Core,,"52,72","52,72","52,72","52,72","0,00","0,00","3,00","-52,72","-52,72","-52,72","-52,72","53,34","53,34","53,34","53,34","1.930,15","1.930,15","1.930,15","1.930,15","0,00","0,00","0,00","0,00",,,14,07,2025,lug-25,All,BIT:VECA_Fineco,"3,00","53,34","53,34","53,34","53,34","0,00","0,00","0,00","0,00",53,7631,53,7605,luglio,2025,53,48531
14/07/2025,Buy,BIT:EMI,,"1,0000","166,24","0,00",EUR,Fineco,ETF,ETF,European Union,Core,,"166,24","166,24","166,24","166,24","0,00","0,00","2,00","-166,24","-166,24","-166,24","-166,24","164,99","164,99","164,99","164,99","1.763,91","1.763,91","1.763,91","1.763,91","0,00","0,00","0,00","0,00",,,14,07,2025,lug-25,All,BIT:EMI_Fineco,"2,00","164,99","164,99","164,99","164,99","0,00","0,00","0,00","0,00",166,7797,168,,luglio,2025,166,48697
14/07/2025,Buy,PHAU.MI,,"1,0000","264,03","0,00",EUR,Fineco,ETF,ETF,United States,Core,,"264,03","264,03","264,03","264,03","0,00","0,00","2,00","-264,03","-264,03","-264,03","-264,03","213,38","213,38","213,38","213,38","1.499,88","1.499,88","1.499,88","1.499,88","0,00","0,00","0,00","0,00",,,14,07,2025,lug-25,All,PHAU.MI_Fineco,"2,00","213,38","213,38","213,38","213,38","0,00","0,00","0,00","0,00",264,8061,,7619,luglio,2025,264,48961
20/07/2025,Buy,BTCEUR,,"0,0001","102.048,47","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"14,96","14,96","14,96","14,96","0,00","0,00","0,01","-14,96","-14,96","-14,96","-14,96","51.901,93","51.922,29","51.901,93","51.922,29","-521,21","-523,51","-521,21","-523,51","0,00","0,00","0,00","0,00",,,20,07,2025,lug-25,All,BTCEUR_Binance,"0,00","43.724,32","43.724,32","43.724,32","43.724,32","0,00","0,00","0,00","0,00",15,8076,14,7634,luglio,2025,15,48976
20/07/2025,Buy,ETHEUR,,"0,0046","3.262,97","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"15,10","15,10","15,10","15,10","0,00","0,00","0,18","-15,10","-15,10","-15,10","-15,10","2.244,70","2.256,05","2.244,70","2.256,05","-536,32","-538,62","-536,32","-538,62","0,00","0,00","0,00","0,00",,,20,07,2025,lug-25,All,ETHEUR_Binance,"0,17","2.242,66","2.248,47","2.242,66","2.248,47","0,00","0,00","0,00","0,00",15,8091,15,7647,luglio,2025,15,48991
27/07/2025,Buy,BTCEUR,,"0,0001","102.871,97","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"15,16","15,16","15,16","15,16","0,00","0,00","0,01","-15,16","-15,16","-15,16","-15,16","52.438,78","52.458,93","52.438,78","52.458,93","-551,48","-553,78","-551,48","-553,78","0,00","0,00","0,00","0,00",,,27,07,2025,lug-25,All,BTCEUR_Binance,"0,00","45.618,47","45.618,47","45.618,47","45.618,47","0,00","0,00","0,00","0,00",15,8106,14,7662,luglio,2025,15,49006
27/07/2025,Buy,ETHEUR,,"0,0046","3.319,16","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"15,23","15,23","15,23","15,23","0,00","0,00","0,18","-15,23","-15,23","-15,23","-15,23","2.271,99","2.283,05","2.271,99","2.283,05","-566,72","-569,02","-566,72","-569,02","0,00","0,00","0,00","0,00",,,27,07,2025,lug-25,All,ETHEUR_Binance,"0,18","2.270,62","2.276,27","2.270,62","2.276,27","0,00","0,00","0,00","0,00",15,8121,14,8445,luglio,2025,15,49021
02/08/2025,Buy,BIT:SWDA,,"7,0000","103,01","0,00",EUR,Fineco,ETF,ETF,United States,Core,,"721,10","721,10","721,10","721,10","0,00","0,00","26,00","-721,10","-721,10","-721,10","-721,10","100,15","96,52","100,15","96,52","778,78","778,78","778,78","778,78","0,00","0,00","0,00","0,00",,,2,08,2025,ago-25,All,BIT:SWDA_Fineco,"26,00","100,15","100,15","100,15","100,15","0,00","0,00","0,00","0,00",721,8842,784,#REF!,agosto,2025,721,49742
10/08/2025,Buy,BTCEUR,,"0,0001","101.025,15","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"14,86","14,86","14,86","14,86","0,00","0,00","0,01","-14,86","-14,86","-14,86","-14,86","52.944,23","52.964,17","52.944,23","52.964,17","-581,58","-583,88","-581,58","-583,88","0,00","0,00","0,00","0,00",,,10,08,2025,ago-25,All,BTCEUR_Binance,"0,00","47.334,59","47.334,59","47.334,59","47.334,59","0,00","0,00","0,00","0,00",15,8857,14,8472,agosto,2025,15,49757
10/08/2025,Buy,ETHEUR,,"0,0042","3.588,81","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"14,90","14,90","14,90","14,90","0,00","0,00","0,18","-14,90","-14,90","-14,90","-14,90","2.301,56","2.312,38","2.301,56","2.312,38","-596,48","-598,78","-596,48","-598,78","0,00","0,00","0,00","0,00",,,10,08,2025,ago-25,All,ETHEUR_Binance,"0,18","2.300,88","2.306,40","2.300,88","2.306,40","0,00","0,00","0,00","0,00",15,8872,13,8485,agosto,2025,15,49772
17/08/2025,Buy,BTCEUR,,"0,0001","100.496,74","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"14,45","14,45","14,45","14,45","0,00","0,00","0,01","-14,45","-14,45","-14,45","-14,45","53.422,90","53.442,63","53.422,90","53.442,63","-610,94","-613,24","-610,94","-613,24","0,00","0,00","0,00","0,00",,,17,08,2025,ago-25,All,BTCEUR_Binance,"0,00","48.896,75","48.896,75","48.896,75","48.896,75","0,00","0,00","0,00","0,00",14,8887,13,8498,agosto,2025,14,49787
17/08/2025,Buy,ETHEUR,,"0,0039","3.815,27","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"14,94","14,94","14,94","14,94","0,00","0,00","0,19","-14,94","-14,94","-14,94","-14,94","2.332,96","2.343,55","2.332,96","2.343,55","-625,88","-628,18","-625,88","-628,18","0,00","0,00","0,00","0,00",,,17,08,2025,ago-25,All,ETHEUR_Binance,"0,18","2.332,97","2.338,38","2.332,97","2.338,38","0,00","0,00","0,00","0,00",15,8901,12,8524,agosto,2025,15,49801
24/08/2025,Buy,BTCEUR,,"0,0002","96.818,87","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"15,02","15,02","15,02","15,02","0,00","0,00","0,01","-15,02","-15,02","-15,02","-15,02","53.888,99","53.908,52","53.888,99","53.908,52","-640,90","-643,20","-640,90","-643,20","0,00","0,00","0,00","0,00",,,24,08,2025,ago-25,All,BTCEUR_Binance,"0,01","50.368,92","50.368,92","50.368,92","50.368,92","0,00","0,00","0,00","0,00",15,8917,14,8524,agosto,2025,15,49817
24/08/2025,Buy,ETHEUR,,"0,0036","4.111,38","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"14,98","14,98","14,98","14,98","0,00","0,00","0,19","-14,98","-14,98","-14,98","-14,98","2.366,63","2.377,02","2.366,63","2.377,02","-655,88","-658,18","-655,88","-658,18","0,00","0,00","0,00","0,00",,,24,08,2025,ago-25,All,ETHEUR_Binance,"0,19","2.367,35","2.372,66","2.367,35","2.372,66","0,00","0,00","0,00","0,00",15,8931,11,8538,agosto,2025,15,49831
31/08/2025,Buy,BTCEUR,,"0,0002","92.902,00","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"14,87","14,87","14,87","14,87","0,00","0,00","0,01","-14,87","-14,87","-14,87","-14,87","54.316,78","54.336,08","54.316,78","54.336,08","-670,75","-673,05","-670,75","-673,05","0,00","0,00","0,00","0,00",,,31,08,2025,ago-25,All,BTCEUR_Binance,"0,01","51.676,21","51.676,21","51.676,21","51.676,21","0,00","0,00","0,00","0,00",15,8946,15,#REF!,agosto,2025,15,49846
31/08/2025,Buy,ETHEUR,,"0,0039","3.806,14","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"14,85","14,85","14,85","14,85","0,00","0,00","0,20","-14,85","-14,85","-14,85","-14,85","2.395,23","2.405,41","2.395,23","2.405,41","-685,60","-687,90","-685,60","-687,90","0,00","0,00","0,00","0,00",,,31,08,2025,ago-25,All,ETHEUR_Binance,"0,19","2.396,53","2.401,73","2.396,53","2.401,73","0,00","0,00","0,00","0,00",15,8961,12,9222,agosto,2025,15,49861
02/09/2025,Buy,BIT:SWDA,,"6,0000","104,29","0,00",EUR,Fineco,ETF,ETF,United States,Core,,"625,75","625,75","625,75","625,75","0,00","0,00","32,00","-625,75","-625,75","-625,75","-625,75","100,93","97,98","100,93","97,98","153,03","153,03","153,03","153,03","0,00","0,00","0,00","0,00",,,2,09,2025,set-25,All,BIT:SWDA_Fineco,"32,00","100,93","100,93","100,93","100,93","0,00","0,00","0,00","0,00",626,9587,672,#REF!,settembre,2025,626,50487
07/09/2025,Buy,BTCEUR,,"0,0002","94.705,10","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"14,91","14,91","14,91","14,91","0,00","0,00","0,01","-14,91","-14,91","-14,91","-14,91","54.747,53","54.766,63","54.747,53","54.766,63","-700,51","-702,81","-700,51","-702,81","0,00","0,00","0,00","0,00",,,7,09,2025,set-25,All,BTCEUR_Binance,"0,01","52.938,29","52.938,29","52.938,29","52.938,29","0,00","0,00","0,00","0,00",15,9602,15,9251,settembre,2025,15,50502
14/09/2025,Buy,BTCEUR,,"0,0002","98.854,00","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"14,93","14,93","14,93","14,93","0,00","0,00","0,01","-14,93","-14,93","-14,93","-14,93","55.194,24","55.213,15","55.194,24","55.213,15","-715,43","-717,73","-715,43","-717,73","0,00","0,00","0,00","0,00",,,14,09,2025,set-25,All,BTCEUR_Binance,"0,01","54.194,93","54.194,93","54.194,93","54.194,93","0,00","0,00","0,00","0,00",15,9617,14,9275,settembre,2025,15,50517
28/09/2025,Buy,BTCEUR,,"0,0003","94.307,00","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"24,76","24,76","24,76","24,76","0,00","0,00","0,02","-24,76","-24,76","-24,76","-24,76","55.870,96","55.889,54","55.870,96","55.889,54","-740,19","-742,49","-740,19","-742,49","0,00","0,00","0,00","0,00",,,28,09,2025,set-25,All,BTCEUR_Binance,"0,01","56.016,69","56.016,69","56.016,69","56.016,69","0,00","0,00","0,00","0,00",25,9642,24,9288,settembre,2025,25,50542
07/09/2025,Buy,ETHEUR,,"0,0041","3.658,25","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"14,89","14,89","14,89","14,89","0,00","0,00","0,20","-14,89","-14,89","-14,89","-14,89","2.420,88","2.430,85","2.420,88","2.430,85","-755,08","-757,38","-755,08","-757,38","0,00","0,00","0,00","0,00",,,7,09,2025,set-25,All,ETHEUR_Binance,"0,20","2.422,68","2.427,77","2.422,68","2.427,77","0,00","0,00","0,00","0,00",15,9656,13,9300,settembre,2025,15,50556
14/09/2025,Buy,ETHEUR,,"0,0038","3.940,69","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"14,92","14,92","14,92","14,92","0,00","0,00","0,20","-14,92","-14,92","-14,92","-14,92","2.449,06","2.458,85","2.449,06","2.458,85","-770,01","-772,31","-770,01","-772,31","0,00","0,00","0,00","0,00",,,14,09,2025,set-25,All,ETHEUR_Binance,"0,20","2.451,39","2.456,38","2.451,39","2.456,38","0,00","0,00","0,00","0,00",15,9671,12,9311,settembre,2025,15,50571
28/09/2025,Buy,ETHEUR,,"0,0036","3.448,64","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"12,40","12,40","12,40","12,40","0,00","0,00","0,21","-12,40","-12,40","-12,40","-12,40","2.466,36","2.475,98","2.466,36","2.475,98","-782,41","-784,71","-782,41","-784,71","0,00","0,00","0,00","0,00",,,28,09,2025,set-25,All,ETHEUR_Binance,"0,20","2.468,99","2.473,89","2.468,99","2.473,89","0,00","0,00","0,00","0,00",12,9684,11,,settembre,2025,12,50584
28/09/2025,Buy,SOLEUR,,"0,0366","176,13","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"6,44","6,44","6,44","6,44","0,00","0,00","0,04","-6,44","-6,44","-6,44","-6,44","176,13","176,13","176,13","176,13","-788,85","-791,15","-788,85","-791,15","0,00","0,00","0,00","0,00",,,28,09,2025,set-25,All,SOLEUR_Binance,"0,04","176,13","176,13","176,13","176,13","0,00","0,00","0,00","0,00",6,9690,,,settembre,2025,6,50590
28/09/2025,Buy,BNBEUR,,"0,0071","837,26","0,00",EUR,Binance,Crypto,Crypto,United States,Play,,"5,96","5,96","5,96","5,96","0,00","0,00","0,01","-5,96","-5,96","-5,96","-5,96","837,26","837,26","837,26","837,26","-794,81","-797,11","-794,81","-797,11","0,00","0,00","0,00","0,00",,,28,09,2025,set-25,All,BNBEUR_Binance,"0,01","837,26","837,26","837,26","837,26","0,00","0,00","0,00","0,00",6,9696,,,settembre,2025,6,50596